ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,Draft,OA Pick
16408,17,07/05/2003,Robby Pruett,1.0 Stars,2.0 Stars,Normal,45,50,45,55,45,-,-,-,-,50,-,-,-,-,-,90-92,55,0,0
17218,17,08/12/2003,Stéphane Pruvost,0.5 Stars,1.5 Stars,Normal,50,20,35,60,60,-,55,-,-,-,-,-,-,-,-,91-93,50,0,0
13670,23,05/16/1998,Jon Prévot,1.5 Stars,1.5 Stars,Fragile,40,35,40,60,35,-,-,-,-,-,-,-,-,-,-,96-98,25,0,0
15250,20,12/02/2000,Steven Prévot,1.0 Stars,1.5 Stars,Normal,45,25,40,45,-,-,40,40,-,-,-,-,-,-,-,89-91,35,0,0
17833,16,09/17/2004,Leo Puentes,0.5 Stars,2.0 Stars,Durable,60,30,50,45,75,60,55,-,60,-,-,-,-,40,-,87-89,50,0,0
12217,24,09/22/1996,Jovica Pupovac,2.0 Stars,2.0 Stars,Normal,40,55,40,50,35,-,-,-,-,40,-,-,-,-,-,96-98,35,0,0
14607,22,03/12/1999,Duk-yoon Pyo,1.5 Stars,2.0 Stars,Normal,45,50,45,45,45,-,-,-,-,50,-,-,-,-,-,90-92,40,0,0
17540,16,11/17/2004,Abdul-Hakam Qadir,1.0 Stars,2.0 Stars,Durable,45,45,50,45,50,45,45,50,-,-,-,-,-,-,-,88-90,65,0,0
14693,21,11/27/1999,Nasir al Din Qadir,1.0 Stars,1.5 Stars,Normal,45,35,40,50,45,-,-,45,-,-,-,-,-,-,-,92-94,55,0,0
14610,22,04/23/1999,Bobby Quevedo,1.0 Stars,1.5 Stars,Normal,40,25,45,40,35,-,-,40,-,-,-,-,-,-,-,88-90,35,0,0
12884,23,01/07/1998,Jorge Quinones,1.5 Stars,2.0 Stars,Normal,60,30,50,80,60,-,-,-,-,-,-,-,-,-,-,96-98,30,0,0
17040,18,05/22/2003,Harold Radcliffe,0.5 Stars,1.5 Stars,Normal,45,45,40,45,55,-,-,50,-,-,-,-,-,-,-,87-89,45,0,0
17706,19,10/06/2001,Gerrit Rademaker,1.5 Stars,2.5 Stars,Normal,70,40,70,80,45,-,-,-,-,80,-,-,-,-,-,92-94,25,0,0
14332,22,05/05/1999,Ratko Radosavijevic,1.0 Stars,1.5 Stars,Normal,45,20,35,60,45,-,-,-,35,-,-,-,-,-,-,92-94,40,0,0
15948,19,01/17/2002,Vanni Raffone,0.5 Stars,1.5 Stars,Normal,40,40,45,40,-,-,-,45,-,45,-,-,-,-,-,87-89,45,0,0
14030,22,11/27/1998,Halim Ragheb,1.0 Stars,1.5 Stars,Normal,35,25,40,40,-,40,-,35,-,-,-,-,-,-,-,91-93,40,0,0
15310,20,05/14/2001,Sima Ragulovic,0.5 Stars,1.5 Stars,Normal,40,25,45,40,40,40,40,-,40,-,-,-,-,-,-,89-91,50,0,0
17267,18,01/24/2003,Nathan Rainville,1.0 Stars,2.0 Stars,Normal,45,45,45,45,45,-,-,45,-,-,35,-,-,-,-,89-91,70,0,0
15936,19,04/18/2002,Carlos Ramirez,0.5 Stars,2.0 Stars,Normal,50,30,55,50,-,-,55,-,-,-,-,-,-,-,-,88-90,30,0,0
14687,21,12/10/1999,David Ramirez,1.0 Stars,1.5 Stars,Normal,45,35,45,50,50,50,-,-,-,-,-,-,-,-,-,92-94,40,0,0
14393,21,09/11/1999,Emilio Ramirez,1.5 Stars,1.5 Stars,Normal,55,35,40,65,55,50,-,65,-,-,-,-,-,-,-,93-95,30,0,0
12722,23,06/11/1997,Gus Ramirez,1.5 Stars,1.5 Stars,Normal,55,30,45,60,60,-,45,60,50,-,-,-,-,-,-,92-94,40,0,0
17740,16,05/03/2005,Hector Ramirez,1.0 Stars,3.0 Stars,Fragile,60,40,80,55,80,-,-,80,-,-,-,-,-,-,-,88-90,45,0,0
11908,25,06/19/1995,Hugo Ramirez,2.0 Stars,2.5 Stars,Durable,45,60,50,55,40,45,-,50,-,-,-,-,-,-,-,96-98,50,0,0
11935,25,08/15/1995,Jorge Ramirez,2.0 Stars,2.0 Stars,Normal,50,40,50,60,50,-,-,-,45,-,-,-,-,-,-,93-95,25,0,0
11991,25,09/10/1995,Juan Ramirez,2.0 Stars,2.5 Stars,Normal,55,50,50,65,-,-,-,50,-,60,-,-,-,-,-,95-97,35,0,0
10690,27,05/29/1994,Luis Ramirez,2.0 Stars,2.0 Stars,Normal,50,35,50,80,50,-,55,50,-,-,-,-,-,-,-,95-97,55,0,0
13685,23,11/17/1997,Angelo Ramos,1.5 Stars,1.5 Stars,Durable,40,25,35,50,-,-,50,-,-,-,-,-,-,-,-,97-99,25,0,0
17428,18,04/18/2003,Victor Ramos,1.0 Stars,2.0 Stars,Normal,50,55,40,50,-,-,55,50,40,-,-,-,-,-,-,88-90,65,0,0
12581,24,04/16/1997,Brassal Rampling,2.0 Stars,3.5 Stars,Normal,50,60,80,50,50,-,50,65,-,-,-,-,50,-,-,91-93,55,0,0
13579,23,01/20/1998,Dushan Randjelovic,1.5 Stars,2.0 Stars,Normal,40,50,55,45,50,-,-,-,35,-,-,-,-,-,-,91-93,60,0,0
14935,21,01/10/2000,Muti Rashad,0.5 Stars,1.5 Stars,Durable,45,25,35,45,40,40,-,45,-,35,-,-,-,-,-,91-93,60,0,0
16336,17,09/22/2003,Adam Raue,1.5 Stars,3.5 Stars,Normal,55,55,60,70,80,-,-,-,45,-,-,-,-,-,-,89-91,50,0,0
17830,17,05/15/2004,Callum Rawlings,1.0 Stars,2.5 Stars,Normal,40,65,60,45,50,-,-,-,-,50,-,-,-,-,-,86-88,45,0,0
12256,23,06/24/1997,MARK RAWSON,1.0 Stars,1.5 Stars,Normal,60,30,25,80,-,75,-,-,-,-,-,-,-,-,-,97-99,25,0,0
16346,17,06/16/2003,Matt Raye,1.0 Stars,2.0 Stars,Normal,55,45,45,80,-,80,-,-,-,-,-,-,-,-,-,93-95,30,0,0
12187,25,12/27/1995,Walt Reader,1.5 Stars,1.5 Stars,Normal,45,25,35,45,50,45,45,-,-,-,-,-,-,-,-,91-93,30,0,0
16894,18,10/07/2002,Sergio Recendiz,1.5 Stars,1.5 Stars,Normal,40,30,45,40,45,45,-,-,-,-,-,-,40,-,-,86-88,50,0,0
16685,18,10/22/2002,Bill Redmond,0.5 Stars,2.0 Stars,Normal,45,60,45,40,55,-,-,-,65,-,-,-,-,-,-,86-88,65,0,0
15934,19,10/09/2001,Taylor Reid,0.5 Stars,1.5 Stars,Normal,40,30,30,45,-,45,-,-,-,-,-,-,-,-,-,89-91,30,0,0
16925,17,06/02/2003,Rui Reimonde,0.5 Stars,2.0 Stars,Normal,45,30,50,50,-,-,55,55,-,-,-,-,-,-,-,89-91,65,0,0
12643,24,11/29/1996,Waldemar Reinders,2.0 Stars,2.0 Stars,Fragile,55,30,45,55,50,-,-,-,65,-,-,-,-,-,-,91-93,45,0,0
13277,23,03/02/1998,Scott Reinhart,1.0 Stars,2.0 Stars,Normal,40,45,45,45,40,-,-,-,35,-,-,-,-,-,-,93-95,55,0,0
14153,22,09/03/1998,Allvaro Remdio,1.5 Stars,2.5 Stars,Normal,45,50,55,50,55,-,-,-,40,-,50,-,-,-,-,91-93,60,0,0
15496,21,02/22/2000,Terence Remkes,1.0 Stars,2.5 Stars,Normal,55,45,55,65,70,-,65,-,-,-,-,-,-,-,-,89-91,50,0,0
14016,22,12/17/1998,Sofian Renard,2.0 Stars,2.0 Stars,Normal,45,45,45,45,40,-,45,-,-,-,-,-,-,-,-,92-94,55,0,0
16304,18,01/17/2003,Bill Render,0.5 Stars,2.0 Stars,Normal,55,35,45,60,70,-,-,40,-,-,-,-,-,-,-,89-91,60,0,0
11121,27,12/20/1993,Jordan Rendon,2.0 Stars,2.0 Stars,Normal,60,40,60,80,-,-,80,-,-,-,-,-,-,-,-,96-98,20,0,0
17590,16,05/17/2005,Chad Renny,1.0 Stars,2.0 Stars,Normal,45,50,50,55,45,-,-,45,-,-,-,-,-,-,-,89-91,60,0,0
17255,17,03/01/2004,Manuel Revilla,0.5 Stars,1.5 Stars,Durable,40,25,25,40,40,45,30,-,-,-,-,-,-,-,-,89-91,55,0,0
12659,24,09/05/1996,Marco Rexes,1.5 Stars,1.5 Stars,Normal,45,45,35,45,50,-,-,-,50,-,45,-,-,-,-,90-92,50,0,0
14613,21,07/08/1999,Alberto Reyes,1.5 Stars,2.0 Stars,Normal,45,45,50,45,50,50,-,-,-,50,-,-,-,-,-,90-92,35,0,0
12063,24,09/19/1996,Billy Reyes,1.0 Stars,1.5 Stars,Fragile,50,25,40,65,40,-,-,50,-,-,-,-,-,45,-,94-96,55,0,0
16520,23,07/13/1997,Miguel Reyes,1.5 Stars,1.5 Stars,Normal,45,30,40,45,-,-,-,45,-,45,-,-,-,-,-,92-94,35,0,0
16992,16,11/03/2004,Rafael Reyes,1.5 Stars,5.0 Stars,Normal,75,70,70,80,50,-,80,80,-,-,-,-,-,-,-,93-95,55,0,0
16914,17,10/28/2003,Ruben Reyes,1.0 Stars,2.5 Stars,Normal,45,50,50,50,55,-,-,-,55,-,-,-,-,-,-,90-92,65,0,0
16296,17,02/15/2004,Tony Reyes,1.5 Stars,4.0 Stars,Normal,80,50,75,80,-,-,80,-,-,-,-,-,-,-,-,92-94,30,0,0
13419,23,08/13/1997,Eugenio Ribsi,2.0 Stars,2.0 Stars,Normal,50,45,45,50,50,-,55,-,-,-,50,-,-,-,-,91-93,35,0,0
16874,18,12/16/2002,Johan Ricacho,0.5 Stars,2.0 Stars,Normal,50,45,45,55,60,-,-,-,65,-,-,-,-,-,-,88-90,65,0,0
12742,23,11/08/1997,Ferris Rice,1.5 Stars,2.0 Stars,Normal,50,50,40,45,55,50,50,-,-,-,-,-,-,-,-,90-92,50,0,0
15322,20,04/29/2001,John Rice,1.5 Stars,2.0 Stars,Durable,55,35,40,75,55,-,80,45,-,-,-,-,-,-,-,93-95,45,0,0
14856,21,11/16/1999,James Richardson,1.5 Stars,2.0 Stars,Normal,40,45,45,-,-,45,-,-,-,45,-,-,-,-,-,91-93,35,0,0
15579,19,09/18/2001,Zachary Rickard,1.0 Stars,2.0 Stars,Normal,60,25,50,65,-,-,70,-,-,-,-,-,-,-,-,89-91,25,0,0
16803,18,03/24/2003,Jose Rico,0.5 Stars,2.0 Stars,Fragile,45,40,45,50,55,-,-,-,60,-,-,-,-,-,-,89-91,70,0,0
12833,24,03/18/1997,Kane Ridley,1.5 Stars,1.5 Stars,Normal,60,25,45,70,55,-,-,60,-,-,-,-,-,-,-,94-96,30,0,0
15803,22,06/29/1998,Maimun Ridwan,1.0 Stars,1.5 Stars,Normal,40,35,35,40,-,45,-,45,-,45,-,-,-,-,-,88-90,40,0,0
17588,16,12/04/2004,Ron Riel,1.0 Stars,2.0 Stars,Normal,60,30,55,75,65,-,-,-,-,-,-,-,-,-,-,89-91,45,0,0
17394,18,01/19/2003,Ferrie Rietveld,1.5 Stars,2.5 Stars,Normal,50,45,55,70,65,-,-,-,75,-,-,-,-,-,-,91-93,55,0,0
17262,18,05/31/2003,Danny Rios,0.5 Stars,2.0 Stars,Normal,45,45,45,50,50,-,-,-,55,-,-,-,-,-,-,89-91,45,0,0
17881,16,02/21/2005,Remigio Riscado,0.5 Stars,2.0 Stars,Normal,45,40,45,55,50,-,-,-,-,50,-,-,-,-,-,89-91,50,0,0
13109,23,07/25/1997,Christian Rivera,1.0 Stars,1.5 Stars,Fragile,45,25,25,50,50,-,-,-,60,-,-,-,-,-,-,92-94,55,0,0
15305,20,05/04/2001,Jesus Rivera,0.5 Stars,1.5 Stars,Normal,45,35,40,50,45,-,50,45,-,-,-,-,-,-,-,90-92,60,0,0
16634,18,12/04/2002,Jose Rivera,1.5 Stars,2.0 Stars,Normal,55,45,45,-,50,50,80,-,50,50,-,-,-,55,-,91-93,45,0,0
16979,16,07/02/2004,Salvatore Rivera,1.0 Stars,3.0 Stars,Durable,45,60,75,55,55,-,45,-,-,-,-,-,-,-,-,87-89,55,0,0
15761,19,07/18/2001,Taylor Rivers,0.5 Stars,2.0 Stars,Normal,45,45,45,50,45,-,45,45,-,-,-,-,-,-,-,90-92,50,0,0
14141,22,12/24/1998,Matthew Robert,1.5 Stars,1.5 Stars,Normal,45,55,35,45,45,50,35,-,45,-,-,-,-,-,-,89-91,30,0,0
13135,24,05/08/1997,Mick Roberts,1.5 Stars,2.0 Stars,Normal,40,30,50,-,40,45,40,45,-,-,-,-,-,-,-,89-91,60,0,0
16468,17,12/15/2003,J.J. Roberts Jr.,1.0 Stars,2.5 Stars,Normal,55,45,50,70,55,-,-,-,-,-,-,-,-,80,-,90-92,60,0,0
17653,15,05/17/2006,Josh Robinson,0.5 Stars,1.5 Stars,Normal,50,30,45,55,60,-,-,-,-,-,-,-,-,-,-,90-92,35,0,0
16678,18,09/26/2002,Logan Robinson,1.0 Stars,2.0 Stars,Durable,40,50,45,40,45,-,-,-,50,-,-,-,-,-,-,87-89,45,0,0
11316,26,02/16/1995,Bobby Robledo,1.5 Stars,1.5 Stars,Normal,45,30,35,45,40,45,40,-,-,35,-,-,-,-,-,92-94,35,0,0
15487,19,11/08/2001,Esteban Rocha,0.5 Stars,1.5 Stars,Normal,45,25,25,45,45,-,-,-,-,40,-,-,-,-,-,88-90,30,0,0
17264,17,01/05/2004,Carlos Rodriguez,1.0 Stars,2.0 Stars,Normal,40,45,50,45,-,45,-,50,-,-,-,-,-,-,-,87-89,50,0,0
15972,19,03/01/2002,Daniel Rodriguez,1.0 Stars,2.0 Stars,Normal,45,45,50,55,60,-,-,-,-,50,-,-,-,-,-,89-91,55,0,0
12365,24,05/24/1997,DANNY RODRIGUEZ,1.5 Stars,1.5 Stars,Normal,45,35,40,45,40,50,-,45,-,-,-,-,-,-,-,92-94,45,0,0
17122,16,03/20/2005,Dave Rodriguez,0.5 Stars,2.0 Stars,Normal,50,35,55,55,50,-,45,55,-,-,-,-,-,-,-,89-91,65,0,0
17573,16,03/08/2005,Francisco Rodriguez,1.5 Stars,5.0 Stars,Durable,80,45,80,80,-,-,80,-,-,-,-,-,-,-,-,92-94,30,0,0
16042,20,02/12/2001,Guillermo Rodriguez,1.0 Stars,1.5 Stars,Normal,50,30,45,65,-,-,60,-,-,-,-,-,-,-,-,90-92,30,0,0
13304,23,05/10/1998,Juan Rodriguez,1.5 Stars,1.5 Stars,Durable,50,40,25,75,45,40,-,-,50,-,-,-,-,-,-,95-97,60,0,0
17402,17,04/21/2004,Pedro Rodriguez,0.5 Stars,2.0 Stars,Normal,45,35,50,45,55,55,35,-,-,-,-,-,-,-,-,86-88,50,0,0
15755,19,10/25/2001,Jesus Rojo,1.0 Stars,2.0 Stars,Fragile,40,60,50,45,45,-,35,45,-,-,-,-,-,-,-,88-90,40,0,0
16557,16,07/11/2004,Mitch Rollings,1.0 Stars,4.5 Stars,Durable,70,60,55,80,45,80,80,80,-,-,-,-,-,-,-,94-96,55,0,0
17008,16,08/28/2004,Sam Romaine,0.5 Stars,2.0 Stars,Normal,60,35,50,80,-,-,75,-,-,-,-,-,-,-,-,91-93,30,0,0
16642,19,04/10/2002,Alex Roman,0.5 Stars,1.5 Stars,Normal,40,25,40,40,-,-,40,-,-,-,-,-,-,-,-,87-89,35,0,0
17597,16,05/28/2005,Alanzo Romano,1.5 Stars,3.5 Stars,Normal,45,80,60,45,50,-,-,40,50,-,-,-,-,-,-,88-90,65,0,0
17647,15,02/18/2006,Manny Romas,0.5 Stars,2.0 Stars,Normal,50,40,40,55,50,-,-,55,-,-,-,-,-,-,-,89-91,65,0,0
15160,20,06/15/2000,Jorge Romero,0.5 Stars,1.5 Stars,Normal,50,25,30,55,55,-,-,-,-,-,-,-,-,-,-,91-93,30,0,0
15978,19,12/18/2001,Luis Romero,1.5 Stars,2.0 Stars,Normal,50,45,50,50,50,-,-,55,-,50,-,-,-,-,-,91-93,75,0,0
17865,16,12/08/2004,Sandro Roncero,0.5 Stars,1.5 Stars,Normal,35,30,50,40,45,-,-,-,35,-,-,-,-,-,-,87-89,50,0,0
14941,20,11/09/2000,Gautier Ronchetti,1.5 Stars,2.5 Stars,Normal,50,50,55,65,55,-,-,60,-,-,-,-,-,-,-,91-93,65,0,0
14740,21,12/26/1999,Jayden Rooke,2.0 Stars,2.5 Stars,Fragile,50,50,65,50,50,-,50,50,50,-,-,-,-,-,-,91-93,55,0,0
13073,23,05/19/1998,Jose Rosiles,1.5 Stars,1.5 Stars,Normal,55,25,35,-,-,75,-,-,-,70,-,-,-,-,-,97-99,30,0,0
15220,20,07/25/2000,Marco Rosolino,0.5 Stars,1.5 Stars,Normal,30,35,40,45,35,-,35,-,-,-,-,-,-,-,-,92-94,40,0,0
12735,24,01/22/1997,Salvatore Rospigliosi,2.0 Stars,2.0 Stars,Normal,55,50,35,65,45,-,-,50,-,50,-,40,-,-,-,96-98,40,0,0
16191,18,10/15/2002,Ryan Ross,0.5 Stars,2.0 Stars,Normal,45,45,45,45,45,-,50,-,35,-,-,-,-,-,-,88-90,60,0,0
11943,25,12/02/1995,Hubert Roth,2.5 Stars,2.5 Stars,Normal,45,45,60,65,40,-,-,50,-,-,-,-,-,-,-,95-97,35,0,0
17786,16,02/20/2005,Sylvain Roussel,0.5 Stars,1.5 Stars,Durable,40,25,25,45,45,-,-,-,35,-,-,-,-,-,-,87-89,35,0,0
12590,24,12/06/1996,Cody Rowe,2.0 Stars,2.5 Stars,Normal,50,45,70,55,60,-,-,50,-,-,-,-,-,-,-,92-94,60,0,0
17685,14,07/30/2006,Bronson Rowlands,1.0 Stars,2.5 Stars,Normal,55,65,55,50,-,-,55,-,-,-,-,-,-,-,-,88-90,35,0,0
17178,16,11/06/2004,Bill Rowsell,1.0 Stars,2.0 Stars,Normal,55,45,45,80,-,-,80,-,-,-,-,-,-,-,-,92-94,25,0,0
17742,15,10/21/2005,Raymond Roy,1.5 Stars,2.5 Stars,Normal,60,50,55,60,-,-,60,-,-,-,-,-,-,-,-,89-91,30,0,0
15389,19,08/10/2001,Jon Rubi,1.0 Stars,2.0 Stars,Normal,40,45,50,40,40,-,-,40,-,-,-,-,45,-,-,87-89,70,0,0
16859,18,04/21/2003,Franklin Rubinos,1.0 Stars,1.5 Stars,Normal,50,30,50,50,-,-,-,40,-,55,-,-,-,-,-,89-91,30,0,0
14943,20,10/08/2000,Trey Ruggles,0.5 Stars,1.5 Stars,Normal,45,25,45,45,45,-,50,-,-,-,-,-,-,-,-,93-95,55,0,0
12593,24,05/01/1997,Mannus Ruijter,2.0 Stars,2.0 Stars,Normal,45,35,55,50,40,-,50,-,-,-,-,-,-,-,-,94-96,50,0,0
12473,24,07/15/1996,Jose Ruiz,2.0 Stars,2.0 Stars,Normal,45,45,45,45,35,35,-,-,40,45,-,-,-,-,-,94-96,40,0,0
11809,25,12/28/1995,Leo Ruiz,2.0 Stars,2.0 Stars,Normal,55,40,60,80,50,-,-,-,60,-,-,-,-,-,-,97-99,35,0,0
15252,20,10/22/2000,Rivelino Russel,0.5 Stars,1.5 Stars,Normal,50,30,20,55,45,-,50,-,-,-,-,-,-,-,-,91-93,50,0,0
16895,17,10/25/2003,Larry Russell,0.5 Stars,1.5 Stars,Normal,45,40,40,45,45,50,45,-,45,40,-,-,-,-,-,87-89,55,0,0
12076,25,04/09/1996,Mu'awiyah Sabeeh,1.5 Stars,1.5 Stars,Normal,45,35,45,45,50,55,-,-,50,-,45,-,-,-,-,90-92,35,0,0
14946,21,03/21/2000,Ernesto Sacco,1.5 Stars,1.5 Stars,Normal,40,40,35,45,35,-,-,-,35,-,-,-,-,-,-,89-91,35,0,0
14178,22,03/05/1999,Antar Sadaqat,1.5 Stars,1.5 Stars,Normal,40,40,35,40,30,-,-,35,-,-,-,-,-,-,-,91-93,50,0,0
12717,23,07/19/1997,Duilio Saia,1.5 Stars,2.0 Stars,Normal,50,45,50,65,50,-,-,50,-,-,50,-,-,-,-,95-97,55,0,0
16881,18,09/15/2002,Djordje Sainovic,0.5 Stars,1.5 Stars,Normal,40,30,35,45,45,-,-,35,-,-,-,-,-,-,-,88-90,40,0,0
12513,25,08/31/1995,Mahdi Sajid,0.5 Stars,1.0 Stars,Fragile,45,20,30,45,45,35,-,-,45,-,-,-,-,-,-,90-92,65,0,0
16028,18,06/06/2002,Hakuseki Sakai,1.0 Stars,1.5 Stars,Normal,35,45,45,35,40,-,-,-,40,-,-,-,-,-,-,87-89,70,0,0
16344,17,07/11/2003,Hiroki Sakamoto,1.0 Stars,2.5 Stars,Normal,50,50,50,75,60,-,-,-,45,-,-,-,-,-,-,90-92,45,0,0
12012,25,02/19/1996,Yoshiharu Sakamoto,2.0 Stars,2.0 Stars,Durable,45,40,40,60,45,-,-,-,35,-,-,-,-,-,-,95-97,65,0,0
17310,17,07/19/2003,Kikuo Sakata,1.0 Stars,2.0 Stars,Normal,45,45,40,45,45,-,45,45,-,45,-,-,-,-,-,88-90,50,0,0
14751,20,07/27/2000,Kosho Sakata,1.5 Stars,2.0 Stars,Normal,55,50,40,65,50,-,70,55,-,-,45,-,-,-,-,93-95,30,0,0
15223,20,02/28/2001,Ivan Salazar,1.0 Stars,2.0 Stars,Normal,60,25,55,80,-,-,-,-,-,-,-,70,-,-,-,94-96,30,0,0
14961,20,12/12/2000,Jose Salazar,0.5 Stars,1.5 Stars,Normal,35,40,40,40,35,-,-,-,-,40,-,-,-,-,-,89-91,45,0,0
15537,19,11/01/2001,Juan Salazar,0.5 Stars,2.0 Stars,Normal,60,30,45,75,50,50,75,-,-,-,-,-,-,-,-,91-93,55,0,0
13688,22,11/08/1998,Denny Salcedo,1.5 Stars,2.0 Stars,Normal,50,30,40,55,45,-,40,-,50,-,-,-,-,45,-,94-96,55,0,0
17057,17,01/31/2004,Jerry Saldana,0.5 Stars,2.0 Stars,Normal,45,45,45,45,55,-,50,-,-,-,-,-,-,-,-,88-90,75,0,0
17365,18,02/01/2003,Kameji Salema,1.5 Stars,2.5 Stars,Normal,40,60,60,40,45,-,-,-,45,-,-,-,-,-,-,87-89,75,0,0
11322,25,08/28/1995,Jose Salinas,1.5 Stars,1.5 Stars,Normal,40,35,30,45,30,45,40,40,-,-,-,-,-,-,-,93-95,40,0,0
16076,19,12/21/2001,Mike Salvador,1.5 Stars,2.0 Stars,Normal,55,45,50,80,55,70,-,-,40,-,-,-,-,45,-,91-93,40,0,0
13983,23,05/04/1998,Jose Salvatierra,2.0 Stars,2.0 Stars,Normal,55,35,45,60,-,-,60,55,-,-,-,-,-,-,-,93-95,55,0,0
17184,18,04/10/2003,Murtadhy Sameer,1.5 Stars,2.0 Stars,Normal,45,45,45,50,50,-,-,-,50,-,-,-,-,-,-,90-92,40,0,0
12834,24,02/25/1997,Sean Samuels,1.5 Stars,2.0 Stars,Normal,45,30,45,55,50,-,-,50,-,-,-,-,-,-,-,93-95,50,0,0
14643,21,10/17/1999,Carlos Sanchez,1.5 Stars,2.5 Stars,Normal,50,55,50,55,55,-,55,-,55,50,-,-,-,-,-,91-93,50,0,0
16654,18,12/23/2002,Gabriel Sanchez,1.0 Stars,1.5 Stars,Fragile,35,35,45,35,40,-,35,-,-,-,-,-,-,-,-,86-88,45,0,0
16550,17,08/26/2003,Juan Sanchez,1.5 Stars,2.5 Stars,Normal,50,60,60,80,65,-,-,45,-,-,-,-,-,-,-,90-92,65,0,0
16644,18,10/20/2002,Mario Sanchez,0.5 Stars,1.5 Stars,Normal,40,25,35,40,40,45,-,-,45,-,-,-,-,-,-,88-90,35,0,0
13776,23,05/22/1998,Orlando Sanchez,1.5 Stars,1.5 Stars,Normal,30,45,45,35,35,-,35,35,-,-,-,-,-,-,-,90-92,50,0,0
16193,19,05/01/2002,Santiago Sanchez,0.5 Stars,1.5 Stars,Normal,40,25,45,40,45,-,40,-,-,-,-,-,-,-,-,87-89,45,0,0
14258,23,05/13/1998,Nicholas Sanders,1.5 Stars,3.0 Stars,Durable,60,50,55,80,55,-,-,-,-,80,-,-,50,-,-,96-98,55,0,0
12792,24,02/21/1997,Danny Sandoval,2.0 Stars,2.0 Stars,Normal,45,45,45,55,50,-,-,-,55,-,-,-,-,-,-,92-94,50,0,0
16110,19,12/17/2001,Francisco Sandoval,1.0 Stars,2.0 Stars,Normal,60,45,45,65,-,-,-,-,55,70,-,-,-,-,-,91-93,30,0,0
17731,14,07/17/2006,Ramon Sandoval,0.5 Stars,1.5 Stars,Normal,50,30,40,45,-,-,-,55,-,45,-,-,-,-,-,89-91,30,0,0
16763,18,10/08/2002,Victor Sandoval,1.5 Stars,2.0 Stars,Durable,50,40,45,55,50,-,-,-,40,-,-,-,-,-,-,91-93,50,0,0
11945,25,12/12/1995,Pamphile Sanguinacco,2.0 Stars,2.0 Stars,Normal,50,40,50,50,45,-,-,50,-,50,-,-,-,-,-,91-93,45,0,0
17848,16,06/08/2004,Netuno Santar,0.5 Stars,1.5 Stars,Normal,40,25,30,40,45,45,-,-,-,-,-,-,-,-,-,87-89,55,0,0
16648,19,05/02/2002,Carlos Santiago,1.0 Stars,2.5 Stars,Normal,50,55,50,65,-,60,-,60,-,-,-,-,-,-,-,89-91,75,0,0
15736,19,04/11/2002,Ernesto Santiago,0.5 Stars,1.5 Stars,Normal,45,45,45,45,50,-,-,-,-,50,-,-,-,-,-,87-89,40,0,0
16362,18,09/03/2002,Gregorio Santiago,0.5 Stars,1.5 Stars,Normal,40,40,45,50,40,-,-,-,35,-,-,-,-,-,-,92-94,45,0,0
15292,20,02/14/2001,Danny Santillanes,0.5 Stars,1.5 Stars,Normal,35,30,45,35,35,30,-,-,35,-,-,35,-,-,-,88-90,55,0,0
12393,23,11/11/1997,CHRIS SARGENT,1.5 Stars,1.5 Stars,Normal,40,30,50,50,-,45,-,-,-,-,-,-,-,-,-,93-95,30,0,0
16631,18,08/15/2002,Jaime Sarrano,0.5 Stars,1.5 Stars,Normal,45,40,45,45,40,40,45,45,40,-,-,-,-,-,-,91-93,45,0,0
16381,18,08/01/2002,Antero Sarreira,0.5 Stars,2.0 Stars,Normal,45,40,45,50,50,-,-,40,-,50,-,-,-,-,-,89-91,50,0,0
12711,25,03/09/1996,Juan Sastre,2.0 Stars,2.0 Stars,Fragile,45,50,50,50,50,-,-,-,-,45,-,-,-,-,-,92-94,40,0,0
12848,23,08/04/1997,Yoshii Sato,2.0 Stars,2.0 Stars,Normal,50,40,45,50,45,50,-,-,50,50,-,-,-,-,-,93-95,50,0,0
16781,18,11/10/2002,Guillermo Saucedo,1.0 Stars,2.0 Stars,Normal,45,45,50,60,65,-,-,-,35,-,-,-,-,-,-,89-91,70,0,0
16504,18,10/12/2002,Victor Saucedo,1.0 Stars,2.5 Stars,Normal,45,55,50,55,45,-,-,60,-,-,-,-,-,-,-,92-94,55,0,0
17723,16,02/22/2005,Shane Saunders,0.5 Stars,2.5 Stars,Normal,80,25,50,80,-,80,-,80,-,-,-,-,-,-,-,93-95,65,0,0
11929,25,06/04/1995,Folco Savelli,1.5 Stars,1.5 Stars,Fragile,45,20,45,45,50,55,-,-,-,50,-,-,-,-,-,90-92,60,0,0
15479,19,07/13/2001,Slavko Savicevic,0.5 Stars,2.0 Stars,Normal,40,45,50,-,45,45,35,-,-,45,-,-,-,-,-,87-89,55,0,0
16324,17,10/14/2003,Abdul-Qadir Sayyar,1.5 Stars,3.0 Stars,Normal,75,50,60,-,-,-,80,80,-,-,-,-,-,-,-,92-94,25,0,0
16861,17,06/21/2003,Quinn Scheffer,1.0 Stars,2.0 Stars,Durable,50,45,50,65,-,50,-,50,-,-,-,-,-,-,-,90-92,65,0,0
