ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,Left,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,Sct,SctAcc,Draft,OA Pick
11482,C,MIN-JUN SONG,CAL,AAA,01/20/1993,L,2.0 Stars,2.0 Stars,L,N,N,N,N,L,Outspoken,Normal,-,45,45,50,45,45,45,25,30,30,Jul. 4th   2021,V.High,2014,125
16933,SP,Seung-woo Song,-,-,03/21/2003,R,1.0 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,Normal,-,50,40,25,40,30,25,25,20,20,Mar. 12th   2021,Avg,0,0
15399,LF,Tae-gyoon Song,TOR,R,02/07/2001,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,45,45,40,45,35,45,25,25,25,Feb. 19th   2021,Low,0,0
16489,SP,Woo-jin Song,HAV,INT,03/15/2002,S,1.5 Stars,2.0 Stars,N,N,L,L,N,N,Unknown,Normal,-,25,25,30,25,30,25,55,45,40,Jun. 9th   2021,V.High,0,0
17315,SP,Daiyu Sonoda,ADE,INT,07/04/2003,R,1.0 Stars,2.0 Stars,L,N,N,L,N,H,Unknown,Normal,-,35,30,30,30,30,20,25,20,20,Apr. 24th   2021,Avg,0,0
16428,CF,Teruhito Sonoda,-,-,12/07/2003,L,1.0 Stars,4.0 Stars,N,L,N,H,N,N,Unknown,Normal,-,80,80,75,45,40,80,55,45,45,Mar. 30th   2021,High,0,0
13706,2B,Clint Sorensen,-,-,07/17/1998,S,1.0 Stars,1.5 Stars,N,H,N,L,H,L,Humble,Normal,-,40,45,40,30,30,50,60,55,50,Mar. 15th   2021,V.High,0,0
17177,CF,Josh Sorensen,-,-,08/08/2004,S,1.0 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,Normal,-,45,50,45,45,40,50,30,30,30,Jun. 12th   2021,Avg,0,0
11599,RP,ENRIQUE SORIA,LDN,AAA,07/03/1996,R,2.0 Stars,2.0 Stars,N,H,H,L,H,N,Normal,Normal,-,40,40,35,20,40,40,20,25,20,Jun. 15th   2021,V.High,2015,222
12821,RF,Alfredo Sosa,CUR,AA,03/02/1997,L,1.5 Stars,2.0 Stars,N,L,N,N,L,N,Normal,Normal,-,50,45,45,35,35,45,35,30,30,Jun. 20th   2021,V.High,0,0
15065,C,Jordan Sosa,LAP,A,09/16/2001,R,1.5 Stars,2.0 Stars,N,H,N,L,H,N,Unknown,Normal,-,50,40,45,50,40,30,30,35,30,May 27th   2021,High,2020,148
7772,SS,Victor Sotelo,STU,MLB,11/30/1985,R,3.5 Stars,3.5 Stars,H,H,N,N,H,N,Captain,Normal,-,50,55,50,50,55,55,30,60,60,Jul. 5th   2021,V.High,0,0
10010,RP,Zach Sotelo,ADE,MLB,05/01/1987,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Iron Man,-,20,20,30,20,20,20,25,35,20,Jun. 7th   2021,V.High,2009,59
16971,SP,Alex Soto,-,-,04/29/2005,L,0.5 Stars,2.0 Stars,N,N,N,N,H,N,Unknown,Normal,-,35,30,25,25,35,30,30,25,20,Apr. 13th   2021,High,0,0
17445,CF,Mario Soto,DEN,INT,06/16/2004,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,45,45,45,50,45,45,50,45,50,Apr. 19th   2021,Low,0,0
8763,LF,JOHN SOUDER,LON,MLB,08/11/1990,R,2.5 Stars,2.5 Stars,N,N,N,N,H,N,Normal,Iron Man,-,45,50,55,35,40,50,80,80,80,Jun. 8th   2021,V.High,2008,31
14500,2B,Dave Southcott,-,-,07/13/2000,R,1.5 Stars,2.0 Stars,N,N,N,L,N,L,Unknown,Normal,-,45,45,45,45,40,50,65,50,55,Jun. 30th   2021,V.High,2019,210
17377,RP,Ewold Southern,AMS,INT,07/20/2004,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,35,30,30,30,30,30,25,25,20,Mar. 27th   2021,Low,0,0
16017,SS,Luke Southey,SMT,INT,07/02/2002,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,50,55,50,40,45,55,35,45,45,Apr. 2nd   2021,Low,0,0
17526,CL,Ray Southorn,ADE,INT,01/09/2004,S,1.5 Stars,1.5 Stars,N,N,L,L,L,L,Unknown,Normal,-,25,25,30,30,35,25,20,20,20,May 5th   2021,Low,0,0
12932,SS,DAN SOUZA,-,-,03/19/1996,R,2.0 Stars,2.0 Stars,H,N,H,N,H,N,Captain,Normal,-,45,50,40,40,35,50,35,50,50,Mar. 10th   2021,V.High,2015,217
7340,SP,GABRIEL SOWLE,CAL,MLB,05/16/1986,R,3.0 Stars,3.0 Stars,N,N,H,H,H,H,Normal,Fragile,-,20,20,30,25,25,20,25,25,25,May 31st   2021,V.High,2004,25
11626,SP,TADE SPAANS,-,-,07/24/1996,S,1.0 Stars,1.5 Stars,H,N,N,L,H,N,Normal,Normal,-,40,40,30,20,35,40,25,25,25,Mar. 13th   2021,V.High,0,0
15961,CL,Carl Spackler,CAL,R,02/22/2002,L,1.5 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,Normal,-,35,30,20,20,30,25,25,20,25,Jun. 28th   2021,V.High,0,0
15071,CL,Frans Spanjaard,HON,R,12/03/2001,L,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,Normal,-,50,50,35,25,35,45,25,25,20,May 26th   2021,High,2020,94
17325,RP,Rod Spargo,AMS,INT,02/05/2003,R,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Normal,-,40,35,30,30,30,30,25,20,20,May 24th   2021,Avg,0,0
15281,RP,Brendan Speed,CUR,R,01/10/2001,R,1.5 Stars,2.0 Stars,N,N,N,H,N,N,Normal,Fragile,-,30,30,30,25,30,40,20,20,20,Apr. 27th   2021,High,0,0
14218,3B,Phil Speed,TOR,MLB,07/12/1998,L,3.0 Stars,5.0 Stars,L,L,H,H,L,N,Disruptive,Fragile,-,60,55,60,80,80,50,40,30,30,Jun. 22nd   2021,V.High,0,0
11305,LF,Rio Speed,HON,AA,11/08/1995,S,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,45,55,50,40,55,60,70,50,40,May 22nd   2021,V.High,0,0
16081,1B,Iestyn Speers,LON,AAA,12/19/2001,L,1.5 Stars,3.0 Stars,N,N,N,H,N,H,Unknown,Normal,-,65,75,45,40,45,80,25,25,20,Jun. 9th   2021,V.High,0,0
17618,LF,Alan Spence,-,-,11/14/2005,R,1.0 Stars,2.0 Stars,L,L,N,H,L,N,Unknown,Normal,-,45,55,50,45,45,65,25,30,35,Jun. 14th   2021,Avg,0,0
11621,1B,WADE SPENCE,-,-,06/02/1997,L,2.0 Stars,2.0 Stars,N,H,H,N,H,L,Normal,Normal,-,50,50,45,35,45,55,45,45,40,Feb. 17th   2021,V.High,2015,111
13178,LF,GABE SPENCER,NKO,AA,08/03/1993,R,2.0 Stars,2.0 Stars,H,N,N,N,H,L,Captain,Normal,-,45,50,50,50,45,50,40,55,60,Mar. 13th   2021,High,2016,174
13358,2B,Lou Spencer,CLE,AA,10/19/1998,R,1.5 Stars,2.5 Stars,N,N,H,N,H,N,Sparkplug,Normal,-,50,55,40,55,40,75,35,35,35,Mar. 13th   2021,Avg,2018,127
11816,2B,Sean Spencer,HON,AA,11/11/1995,S,1.5 Stars,2.0 Stars,N,N,L,N,N,L,Outspoken,Normal,-,45,50,40,30,50,65,65,70,65,May 30th   2021,High,0,0
14520,SP,Andy Spicer,-,-,03/05/2001,R,1.0 Stars,1.5 Stars,N,N,N,N,N,L,Unknown,Normal,-,25,30,30,35,45,35,30,25,20,Mar. 13th   2021,V.High,2019,121
10718,1B,Cobus Spierenburg,CUR,MLB,05/16/1994,R,2.0 Stars,2.5 Stars,N,N,N,N,H,N,Normal,Normal,-,50,50,50,55,55,50,70,75,60,Jul. 4th   2021,V.High,0,0
11324,RP,Roald Spierenburg,-,-,07/17/1995,R,2.0 Stars,2.0 Stars,N,L,N,N,N,H,Normal,Fragile,-,40,40,35,30,45,40,20,20,20,Mar. 15th   2021,V.High,0,0
15325,SP,Riccardo Spierings,SMT,AA,02/02/2000,L,1.5 Stars,2.0 Stars,H,N,N,N,H,N,Normal,Normal,-,25,30,30,25,35,35,25,20,20,Jun. 22nd   2021,V.High,0,0
12025,C,Guignard Spinelli,-,-,04/30/1996,R,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Normal,Normal,-,40,40,35,40,25,45,30,30,35,Jan. 18th   2021,V.High,0,0
12631,SS,Cam Spooner,CUR,AA,06/27/1997,R,2.0 Stars,2.5 Stars,N,H,N,L,N,N,Normal,Normal,-,50,55,50,45,35,60,45,55,50,May 22nd   2021,High,0,0
14281,1B,Wendell Spooner,-,-,03/12/1999,R,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,45,45,35,25,40,50,25,30,25,May 3rd   2021,V.High,0,0
13004,SP,BILL SPOTTSWOOD,CLE,MLB,03/07/1994,R,2.5 Stars,2.5 Stars,N,L,N,N,N,H,Normal,Normal,-,35,40,30,25,35,40,20,20,20,Jun. 12th   2021,V.High,2016,68
13823,RF,Devon Spracklin,-,-,01/11/1995,L,1.5 Stars,2.0 Stars,N,H,H,N,H,N,Sparkplug,Normal,-,45,50,45,50,40,50,30,30,40,Jun. 22nd   2021,V.High,2017,194
15679,SS,Walt Sprague,-,-,12/08/2002,S,1.0 Stars,2.0 Stars,L,N,L,N,L,N,Unknown,Normal,-,45,45,40,50,45,45,35,40,45,May 4th   2021,V.High,0,0
17866,CF,Noah Sproule,AMS,INT,05/11/2005,L,1.0 Stars,1.5 Stars,N,L,L,N,N,N,Unknown,Normal,-,30,45,40,30,45,55,30,40,45,Jul. 4th   2021,High,0,0
13744,SP,Stewart Sproule,-,-,02/28/1998,L,1.5 Stars,2.0 Stars,N,H,N,L,H,N,Normal,Normal,-,20,25,35,20,40,30,20,20,25,Mar. 8th   2021,V.High,0,0
10099,RP,Dave Spuller,LAP,MLB,07/05/1993,S,3.5 Stars,3.5 Stars,L,N,H,N,N,H,Normal,Durable,-,25,30,35,25,25,30,20,20,25,Jul. 5th   2021,V.High,2011,1
8583,LF,Trent Squire,-,-,01/12/1988,R,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,Normal,-,45,45,50,45,45,50,60,75,70,Mar. 12th   2021,V.High,0,0
12425,1B,BILL SQUIRES,DUB,AA,09/26/1997,L,2.0 Stars,2.0 Stars,H,H,N,N,H,L,Captain,Normal,-,60,55,45,45,35,50,35,40,35,Jun. 28th   2021,V.High,2016,126
12755,C,Slavko Srskic,VAN,A,08/02/1997,L,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,50,50,45,50,45,50,25,30,25,May 4th   2021,High,0,0
10140,RP,RYAN STACEY,GAL,MLB,05/18/1992,L,2.0 Stars,2.0 Stars,N,N,N,H,H,N,Normal,Normal,-,35,35,40,25,30,35,20,30,20,May 4th   2021,V.High,2011,2
9685,1B,Toby Stageberg,-,-,05/27/1990,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,55,45,40,50,55,30,20,30,25,May 31st   2021,V.High,2009,16
16663,RF,Lars Stam,TOR,INT,12/30/2002,L,1.0 Stars,2.0 Stars,L,L,H,H,N,N,Unknown,Normal,-,50,40,40,60,70,30,30,25,20,May 25th   2021,Avg,0,0
14057,SP,Borenko Stambolic,-,-,07/26/1998,L,1.5 Stars,2.0 Stars,L,N,N,N,N,L,Normal,Normal,-,45,45,35,25,30,45,25,25,20,Mar. 14th   2021,V.High,0,0
12789,LF,Djodja Stambolic,-,-,11/21/1997,L,1.5 Stars,2.0 Stars,N,L,N,N,N,N,Normal,Durable,-,45,50,50,45,35,50,60,65,60,Mar. 12th   2021,V.High,0,0
16275,RP,Jovica Stambolic,-,-,03/05/2004,L,1.0 Stars,2.5 Stars,N,N,H,N,H,N,Unknown,Normal,-,30,30,30,30,35,30,25,25,25,May 2nd   2021,High,0,0
12486,SP,Jack Standen,-,-,05/05/1996,R,1.0 Stars,1.5 Stars,N,N,N,L,H,N,Humble,Normal,-,40,40,30,20,30,40,20,20,20,Jan. 18th   2021,V.High,0,0
16942,SP,Tim Standley,-,-,09/19/2004,S,0.5 Stars,2.5 Stars,H,L,N,N,N,N,Unknown,Normal,-,35,30,30,30,40,30,30,20,20,Apr. 3rd   2021,High,0,0
14525,2B,Dobrica Stanisic,-,-,06/21/1999,R,1.0 Stars,1.5 Stars,N,N,L,N,N,N,Prankster,Normal,-,30,45,40,35,45,55,60,50,45,May 20th   2021,V.High,0,0
13483,SP,Radovan Stanisic,CAL,AA,03/13/1998,R,1.5 Stars,2.0 Stars,N,N,N,L,H,N,Normal,Durable,-,40,40,35,25,35,40,30,25,20,May 15th   2021,High,0,0
13808,3B,Zivojin Stanjevic,TOK,AA,12/20/1998,R,1.0 Stars,2.0 Stars,N,H,N,L,H,N,Unknown,Normal,-,45,45,40,50,35,50,40,45,35,Mar. 14th   2021,Avg,2021,228
16404,SS,Bryan Stanley,CLE,AA,06/18/1999,R,2.0 Stars,4.0 Stars,N,L,N,N,N,N,Unknown,Normal,-,80,80,80,40,35,80,65,60,60,May 24th   2021,V.High,2021,13
7578,CF,NATE STANLEY,TOR,AAA,10/25/1985,R,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Normal,-,45,45,45,45,55,40,50,60,65,Jun. 1st   2021,V.High,2004,45
16825,RF,Stanislav Stanovcic,CAL,A,10/08/2002,R,1.5 Stars,4.0 Stars,N,N,H,N,N,H,Unknown,Normal,-,60,60,80,65,75,60,60,50,55,Jul. 5th   2021,V.High,0,0
14477,SP,Zivojin Stanovcic,AMS,A,02/17/2001,R,1.5 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,Durable,-,40,40,30,30,40,40,25,30,20,Jun. 19th   2021,V.High,2019,17
13370,RP,Ray Stantz,CAL,AA,03/20/1998,R,2.0 Stars,2.0 Stars,L,L,N,N,N,H,Normal,Durable,-,30,35,35,25,30,40,35,25,20,Jun. 28th   2021,V.High,2018,150
15677,1B,Jesse Stapleton,-,-,05/13/2002,R,1.0 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,Normal,-,50,50,45,45,50,50,35,35,40,Mar. 14th   2021,V.High,0,0
8046,CF,CALEB STARK,-,-,04/27/1987,R,2.0 Stars,2.0 Stars,N,N,L,H,N,N,Normal,Normal,-,50,50,55,25,50,50,55,75,65,Feb. 21st   2021,V.High,2006,53
17678,SP,Doug Starkey,-,-,08/20/2005,R,0.5 Stars,2.0 Stars,N,H,H,N,H,N,Unknown,Fragile,-,45,40,30,30,35,35,30,20,20,Jun. 13th   2021,Avg,0,0
12811,1B,Dean Starratt,CLE,AA,08/29/1997,R,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,-,50,50,50,75,40,50,20,30,30,May 24th   2021,High,0,0
9102,1B,ROBBIE STEARNS,DUB,AAA,02/19/1990,R,2.5 Stars,2.5 Stars,N,H,L,H,N,N,Normal,Normal,-,55,50,70,35,70,50,65,75,65,Jun. 3rd   2021,V.High,2011,106
12941,RF,JASON STEBEN,-,-,06/25/1994,S,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,Durable,-,45,50,55,45,40,55,65,65,60,Jan. 29th   2021,V.High,2016,43
10368,SS,Matt Stec,HON,AAA,09/21/1993,R,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,Normal,-,45,45,50,35,40,50,70,75,70,May 24th   2021,V.High,2012,102
11569,SP,ROY STEEL,NKO,AA,08/02/1996,S,2.0 Stars,2.5 Stars,H,H,N,N,H,N,Captain,Normal,-,40,40,30,25,35,40,35,25,20,Jun. 23rd   2021,V.High,2018,11
12297,CL,BRENNAN STEELE,AMS,MLB,10/19/1995,R,2.5 Stars,2.5 Stars,H,H,N,L,N,N,Captain,Normal,-,45,45,35,20,50,45,30,30,30,Jun. 15th   2021,V.High,2014,161
14883,LF,Tim Steele,SMT,R,11/13/1999,R,1.5 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Normal,-,50,50,40,30,45,55,35,30,35,Jun. 14th   2021,High,0,0
15335,RP,Ebert Steenstra,STU,INT,07/06/2001,R,0.5 Stars,1.5 Stars,N,H,L,N,N,L,Prankster,Normal,-,40,40,30,30,35,40,25,20,20,Jun. 18th   2021,High,0,0
11003,SP,COREY STEGALL,ADE,AAA,07/13/1995,S,2.0 Stars,2.5 Stars,N,N,L,N,N,N,Normal,Durable,-,40,40,35,30,20,40,25,30,25,Jun. 28th   2021,V.High,2014,154
14558,SP,Tomas Steger,HAV,A,06/05/2000,R,1.5 Stars,2.0 Stars,L,L,N,H,L,H,Unknown,Normal,-,35,40,35,20,40,40,20,25,20,May 16th   2021,High,2020,146
15586,CF,Bryan Steinbach,-,-,10/02/2001,R,1.0 Stars,1.5 Stars,L,N,H,H,N,N,Unknown,Normal,-,45,40,40,45,45,40,35,40,35,May 11th   2021,V.High,0,0
15767,SP,Nelis Steunebrink,CLE,R,12/23/2000,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Fragile,-,35,30,20,20,30,20,25,30,25,May 21st   2021,V.High,2019,115
10432,SS,Kyle Stevens,TOR,AAA,08/28/1994,R,2.0 Stars,2.0 Stars,H,H,N,N,N,H,Normal,Durable,-,40,45,40,45,50,55,40,55,35,Jul. 3rd   2021,V.High,2012,204
12578,2B,Stephen Stevens,TOR,AAA,02/20/1996,R,1.5 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,Durable,-,40,50,45,40,45,65,45,55,50,Mar. 10th   2021,Avg,0,0
13328,SP,Rudko Stevic,STU,A,09/08/1998,L,1.5 Stars,2.0 Stars,H,N,N,N,N,N,Outspoken,Normal,-,40,40,30,25,30,40,30,20,20,Jul. 4th   2021,V.High,2018,181
17404,1B,Brandon Stewart,CUR,INT,12/21/2003,R,1.5 Stars,3.5 Stars,N,H,N,H,N,H,Unknown,Normal,-,75,80,45,45,45,80,30,25,20,May 22nd   2021,Avg,0,0
13069,SP,Chris Stewart,HON,AA,06/19/1999,R,1.5 Stars,2.0 Stars,H,N,N,H,N,N,Normal,Normal,-,45,45,30,25,35,45,25,25,20,May 21st   2021,V.High,2017,238
9398,RP,CHRIS STEWART,GAL,MLB,07/15/1989,S,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Wrecked,-,35,30,30,20,30,25,20,30,20,Jun. 18th   2021,V.High,2008,49
9047,1B,JAYLEN STEWART,-,-,01/16/1987,L,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,Normal,-,45,40,45,55,75,35,35,40,35,Mar. 23rd   2021,V.High,2009,98
16805,CF,Wes Stewart,SMT,INT,02/16/2003,R,1.0 Stars,2.0 Stars,N,N,N,L,N,L,Unknown,Normal,-,45,50,55,45,40,60,55,55,60,Jun. 12th   2021,High,0,0
15556,CF,John Steyn,-,-,12/08/1997,R,1.5 Stars,2.0 Stars,N,L,N,L,N,L,Unknown,Normal,-,50,40,40,55,50,30,60,55,55,Jan. 9th   2021,V.High,2019,191
17107,SP,Harry Stiles,-,-,04/22/2004,R,1.5 Stars,2.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,30,30,25,30,25,30,25,20,20,Jul. 5th   2021,High,0,0
10622,RP,James Stinson,RME,AAA,03/06/1995,R,2.5 Stars,2.5 Stars,H,H,N,L,N,N,Humble,Durable,-,35,30,35,25,20,30,20,20,20,May 14th   2021,V.High,2013,5
14263,SP,Tito Stinzi,-,-,09/04/1998,L,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,45,40,35,20,35,40,20,20,20,Mar. 4th   2021,V.High,0,0
17584,RP,Adam Stoddard,-,-,06/30/2005,R,1.5 Stars,3.0 Stars,N,N,N,L,N,H,Unknown,Fragile,-,30,30,25,35,35,30,25,20,20,Apr. 2nd   2021,Avg,0,0
14604,3B,Vince Stoddard,-,-,05/05/2000,R,1.0 Stars,3.5 Stars,L,H,N,L,H,N,Unknown,Normal,-,50,65,45,65,50,80,30,30,25,Mar. 23rd   2021,V.High,0,0
16254,C,Aleksandar Stojadinovic,-,-,06/13/2003,R,1.0 Stars,3.0 Stars,H,H,N,N,N,N,Unknown,Normal,-,50,50,45,65,55,50,35,35,30,Jun. 17th   2021,High,0,0
12305,SP,IVICO STOJADINOVIC,-,-,06/06/1994,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Fragile,-,35,35,35,20,35,40,30,30,20,Mar. 17th   2021,V.High,2015,58
16366,CF,Tomislav Stojanovic,ADE,INT,03/29/2002,R,1.0 Stars,1.5 Stars,L,N,N,N,N,N,Unknown,Normal,-,45,45,40,40,35,45,55,45,50,Apr. 30th   2021,Avg,0,0
12388,C,PAVLE STOJKOVIC,TOK,A,04/18/1997,R,2.0 Stars,2.0 Stars,N,H,N,N,N,H,Normal,Normal,-,50,50,45,55,40,45,35,35,35,Jun. 29th   2021,V.High,2016,31
16286,CL,Aca Stojsic,-,-,02/02/2004,L,1.5 Stars,4.0 Stars,N,N,H,L,H,N,Unknown,Normal,-,30,25,30,35,25,25,20,20,20,Mar. 3rd   2021,High,0,0
13638,SP,Vladislav Stojsic,NKO,AA,11/17/1997,L,2.0 Stars,4.0 Stars,H,H,H,N,H,N,Captain,Normal,-,30,30,35,25,40,35,20,20,25,Jun. 8th   2021,V.High,0,0
12022,2B,Sinclair Stoker,GAL,MLB,09/01/1995,R,2.0 Stars,2.5 Stars,N,N,L,N,N,N,Normal,Normal,-,80,70,50,50,40,55,45,35,35,Jun. 29th   2021,V.High,0,0
9734,RP,DWIGHT STOKES,-,-,03/26/1991,L,2.0 Stars,2.0 Stars,N,H,H,N,H,H,Normal,Wrecked,-,45,40,25,25,20,30,20,25,20,Mar. 21st   2021,V.High,2010,57
12243,RP,SCOTT STOKES,AMS,AA,08/19/1997,R,2.0 Stars,2.0 Stars,N,N,N,L,H,N,Normal,Durable,-,35,40,35,25,35,40,20,20,20,Jun. 27th   2021,V.High,2016,229
12118,RP,Velimir Stolic,AMS,MLB,10/08/1996,L,2.0 Stars,3.5 Stars,N,N,H,N,N,H,Normal,Normal,-,45,45,30,30,40,45,30,30,25,Jun. 20th   2021,V.High,0,0
14375,1B,Keagan Stone,HAV,R,12/21/1999,L,1.5 Stars,2.0 Stars,N,N,N,N,N,H,Normal,Normal,-,45,50,45,50,45,60,25,20,20,Jul. 1st   2021,V.High,0,0
14569,LF,John Stonecipher,HAV,R,08/08/2001,R,1.0 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Normal,-,50,45,45,55,45,40,45,30,20,May 22nd   2021,High,2021,224
12886,RP,George Storey,LAP,AA,06/15/1998,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,25,30,30,25,40,40,30,25,20,Jun. 11th   2021,V.High,2017,185
15750,2B,Jake Stout,SMT,INT,07/07/2001,R,1.0 Stars,1.5 Stars,N,N,L,L,H,N,Unknown,Normal,-,35,45,35,20,45,50,60,55,55,May 31st   2021,High,0,0
15454,SS,Leon Stoyle,-,-,05/08/2001,S,1.0 Stars,1.5 Stars,L,N,N,N,L,L,Unknown,Normal,-,30,40,35,30,50,50,45,40,35,Mar. 9th   2021,V.High,0,0
17341,RP,Flobert Straatman,AMS,INT,07/16/2004,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,30,30,30,30,35,30,25,20,20,May 6th   2021,Avg,0,0
17065,SP,Demetrio Stracera,TOK,INT,08/03/2003,L,0.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,30,30,25,40,30,30,30,25,25,Jan. 31st   2021,Low,0,0
11429,SP,CAMERON STRACHAN,-,-,06/25/1992,R,2.0 Stars,2.0 Stars,N,L,L,N,L,L,Unmotivated,Fragile,-,45,45,40,25,40,45,20,25,20,Apr. 11th   2021,V.High,2013,119
17764,2B,Lou Strachan,-,-,06/04/2005,R,1.0 Stars,2.0 Stars,N,H,N,H,N,N,Unknown,Normal,-,50,45,50,65,55,35,45,50,40,Mar. 26th   2021,Avg,0,0
12083,SP,Ciro Strambi,TOR,A,07/27/1996,R,2.0 Stars,2.0 Stars,L,L,L,N,L,L,Unmotivated,Normal,-,40,40,35,30,35,40,25,20,25,Jun. 20th   2021,V.High,0,0
14580,SP,Howard Strauss,-,-,06/27/2001,R,1.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,Normal,-,30,30,35,30,40,35,25,25,20,May 9th   2021,V.High,0,0
15434,CF,Joost Streefkerk,LDN,INT,06/02/2001,R,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,50,55,45,55,40,60,45,30,25,Jun. 20th   2021,High,0,0
14839,CL,Luther Street,LAP,A,01/30/2000,S,1.5 Stars,3.5 Stars,N,L,N,N,N,H,Normal,Normal,-,45,45,35,30,35,45,25,30,25,Jun. 3rd   2021,V.High,0,0
12333,RP,BILLY STRICKLAND,-,-,09/21/1993,L,2.0 Stars,2.0 Stars,N,N,N,L,H,L,Normal,Normal,-,45,45,35,20,40,40,25,30,30,Mar. 9th   2021,V.High,2015,172
16553,1B,Yancey Strickland,-,-,03/16/2003,L,1.5 Stars,2.5 Stars,N,N,L,N,L,L,Unknown,Durable,-,60,60,60,50,45,60,35,30,30,May 15th   2021,High,0,0
13802,DH,Ger Strijker,DEN,AAA,04/08/1995,R,2.0 Stars,2.0 Stars,N,N,H,N,H,L,Sparkplug,Normal,-,60,45,45,65,50,30,30,30,25,Mar. 11th   2021,High,2017,30
12276,RP,MAURIO STROVEGNI,-,-,11/24/1992,L,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Outspoken,Normal,-,40,40,35,25,40,40,25,25,20,Feb. 14th   2021,V.High,2014,189
15061,RP,Arend Struik,LAP,R,07/23/2001,L,1.0 Stars,2.0 Stars,L,N,H,N,N,H,Unknown,Normal,-,25,25,30,25,35,30,20,25,20,May 24th   2021,High,2020,208
17071,SP,Brock Stubbs,-,-,10/12/2003,L,1.0 Stars,2.0 Stars,N,N,N,N,L,L,Unknown,Normal,-,30,30,30,25,20,30,25,20,20,Jun. 2nd   2021,High,0,0
12376,SP,TAYLOR STUBBS,-,-,07/07/1997,L,1.5 Stars,1.5 Stars,L,L,N,H,N,N,Unknown,Normal,-,25,30,30,25,35,35,35,30,25,Mar. 12th   2021,V.High,0,0
12415,SP,RIC STUFI,GAL,A,02/11/1998,R,1.5 Stars,1.5 Stars,N,N,N,L,N,N,Normal,Normal,-,25,30,30,25,40,35,25,20,20,Jul. 1st   2021,V.High,2016,141
15349,C,Konrad Stuivenberg,LON,INT,08/15/2001,R,1.0 Stars,2.0 Stars,N,H,H,L,H,H,Humble,Durable,-,45,45,40,45,40,45,30,20,20,Jul. 3rd   2021,High,0,0
12560,SP,Harrison Sturgess,-,-,05/16/1996,R,1.5 Stars,1.5 Stars,L,N,L,N,L,L,Unmotivated,Normal,-,45,45,35,25,35,45,50,40,35,Feb. 9th   2021,V.High,0,0
11534,LF,MILOVAN SUBASIC,TOR,MLB,01/18/1996,L,2.0 Stars,2.0 Stars,N,N,N,L,H,N,Humble,Normal,-,50,50,50,45,40,50,55,30,20,Jun. 7th   2021,V.High,2014,192
16508,2B,Preki Subasic,TOR,INT,07/10/2002,R,1.0 Stars,2.0 Stars,N,N,N,N,N,L,Unknown,Durable,-,50,55,45,40,40,60,45,55,65,Jun. 5th   2021,High,0,0
16318,CF,Zeljko Subasic,-,-,09/22/2003,L,1.0 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,70,70,50,40,75,60,55,50,50,Mar. 30th   2021,High,0,0
